cidade,ano,estado,regiao,taxa_deposito,pib,pib_percapita,saude,saude_percapita,endividamento,idade_media,populacao,spread,id
Germany,7/1/08 0:00,Europe,European Union,,"$3,623.69B",$44.1K,11,$0.0B,,80,"82,110,097",,1786
France,7/1/08 0:00,Europe,European Union,4,"$2,831.79B",$44.0K,11,$0.0B,,81,"64,370,515",,1787
Isle of Man,7/1/08 0:00,Europe,Independent,,,,,,,,"81,798",,1788
Liechtenstein,7/1/08 0:00,Europe,Independent,,$4.93B,$138.8K,,,,,"35,521",,1789
Kosovo,7/1/08 0:00,Europe,Independent,4,$5.64B,$3.2K,,,14,69,"1,747,383",10,1790
Faeroe Islands,7/1/08 0:00,Europe,Independent,,$2.41B,$49.7K,,,,80,"48,597",,1791
Monaco,7/1/08 0:00,Europe,Independent,,$6.58B,$186.2K,4,$0.0B,,,"35,336",,1792
Russian Federation,7/1/08 0:00,Europe,Independent,6,"$1,660.85B",$11.7K,5,$0.0B,12,68,"141,950,000",6,1793
Belarus,7/1/08 0:00,Europe,Independent,9,$60.76B,$6.3K,6,$0.0B,9,70,"9,602,000",0,1794
Turkey,7/1/08 0:00,Europe,Independent,23,$730.34B,$10.3K,6,$0.0B,,73,"70,923,730",,1795
Ukraine,7/1/08 0:00,Europe,Independent,10,$179.99B,$3.9K,7,$0.0B,17,68,"46,258,200",7,1796
"Macedonia, FYR",7/1/08 0:00,Europe,Independent,6,$9.83B,$4.8K,7,$0.0B,10,74,"2,052,524",4,1797
Albania,7/1/08 0:00,Europe,Independent,7,$12.97B,$4.1K,7,$0.0B,13,77,"3,181,397",6,1798
San Marino,7/1/08 0:00,Europe,Independent,2,$1.90B,$60.9K,7,$0.0B,8,83,"31,198",6,1799
Andorra,7/1/08 0:00,Europe,Independent,,$3.71B,$45.0K,8,$0.0B,,,"82,577",,1800
Montenegro,7/1/08 0:00,Europe,Independent,4,$4.52B,$7.2K,8,$0.0B,9,74,"629,185",5,1801
Croatia,7/1/08 0:00,Europe,Independent,3,$69.91B,$15.8K,8,$0.0B,10,76,"4,434,000",7,1802
Norway,7/1/08 0:00,Europe,Independent,5,$453.89B,$95.2K,8,$0.0B,7,81,"4,768,212",2,1803
Iceland,7/1/08 0:00,Europe,Independent,,$16.85B,$53.1K,9,$0.0B,20,81,"317,414",,1804
Serbia,7/1/08 0:00,Europe,Independent,7,$47.76B,$6.5K,10,$0.0B,16,74,"7,350,221",9,1805
Bosnia and Herzegovina,7/1/08 0:00,Europe,Independent,3,$18.54B,$4.9K,10,$0.0B,7,75,"3,774,164",4,1806
Moldova,7/1/08 0:00,Europe,Independent,18,$6.05B,$1.7K,11,$0.0B,21,68,"3,570,107",3,1807
Switzerland,7/1/08 0:00,Europe,Independent,0,$503.22B,$65.8K,11,$0.0B,3,82,"7,647,675",3,1808
Oman,7/1/08 0:00,Middle East,,4,$60.57B,$23.0K,2,$0.0B,7,73,"2,636,963",3,1809
Kuwait,7/1/08 0:00,Middle East,,5,$147.40B,$57.8K,2,$0.0B,8,74,"2,548,351",3,1810
Qatar,7/1/08 0:00,Middle East,,3,$115.02B,$82.4K,2,$0.0B,7,78,"1,396,060",4,1811
Saudi Arabia,7/1/08 0:00,Middle East,,,$476.30B,$18.2K,3,$0.0B,,73,"26,166,639",,1812
Syrian Arab Republic,7/1/08 0:00,Middle East,,8,$52.58B,$2.7K,3,$0.0B,10,75,"19,637,776",2,1813
United Arab Emirates,7/1/08 0:00,Middle East,,,$314.84B,$50.7K,3,$0.0B,,76,"6,206,623",,1814
Bahrain,7/1/08 0:00,Middle East,,2,$21.90B,$20.8K,4,$0.0B,8,75,"1,052,359",6,1815
"Yemen, Rep.",7/1/08 0:00,Middle East,,13,$26.92B,$1.2K,5,$0.0B,18,64,"22,626,595",5,1816
Iraq,7/1/08 0:00,Middle East,,11,$86.53B,$2.9K,5,$0.0B,19,68,"30,178,292",8,1817
"Iran, Islamic Rep.",7/1/08 0:00,Middle East,,13,$338.19B,$4.7K,6,$0.0B,12,72,"72,289,291",-1,1818
Israel,7/1/08 0:00,Middle East,,3,$201.66B,$27.6K,7,$0.0B,6,81,"7,308,800",3,1819
Lebanon,7/1/08 0:00,Middle East,,8,$30.08B,$7.2K,8,$0.0B,10,72,"4,166,915",2,1820
Jordan,7/1/08 0:00,Middle East,,5,$21.97B,$3.8K,8,$0.0B,9,73,"5,787,000",4,1821
American Samoa,7/1/08 0:00,Oceania,,,,,,,,,"66,217",,1822
French Polynesia,7/1/08 0:00,Oceania,,,,,,,,75,"264,541",,1823
Guam,7/1/08 0:00,Oceania,,,,,,,,76,"175,538",,1824
New Caledonia,7/1/08 0:00,Oceania,,,,,,,,76,"243,985",,1825
Papua New Guinea,7/1/08 0:00,Oceania,,1,$8.01B,$1.2K,3,$0.0B,9,62,"6,549,268",8,1826
Fiji,7/1/08 0:00,Oceania,,3,$3.59B,$4.3K,4,$0.0B,8,69,"843,651",5,1827
Vanuatu,7/1/08 0:00,Oceania,,1,$0.59B,$2.6K,4,$0.0B,5,70,"228,041",4,1828
Samoa,7/1/08 0:00,Oceania,,6,$0.57B,$3.1K,5,$0.0B,13,72,"181,809",7,1829
Solomon Islands,7/1/08 0:00,Oceania,,1,$0.65B,$1.3K,6,$0.0B,14,67,"510,221",13,1830
Tonga,7/1/08 0:00,Oceania,,7,$0.35B,$3.4K,6,$0.0B,12,72,"102,910",5,1831
New Zealand,7/1/08 0:00,Oceania,,8,$130.68B,$30.6K,9,$0.0B,9,80,"4,268,900",1,1832
Australia,7/1/08 0:00,Oceania,,5,"$1,061.58B",$49.4K,9,$0.0B,9,81,"21,498,500",4,1833
Kiribati,7/1/08 0:00,Oceania,,,$0.13B,$1.4K,13,$0.0B,,,"96,532",,1834
"Micronesia, Fed. Sts.",7/1/08 0:00,Oceania,,2,$0.26B,$2.4K,13,$0.0B,14,68,"110,367",12,1835
Marshall Islands,7/1/08 0:00,Oceania,,,$0.15B,$2.9K,17,$0.0B,,,"52,880",,1836
Cayman Islands,7/1/08 0:00,The Americas,Caribbean,,,,,,,,"55,295",,1837
Curacao,7/1/08 0:00,The Americas,Caribbean,,,,,,,,"141,279",,1838
Sint Maarten (Dutch part),7/1/08 0:00,The Americas,Caribbean,,,,,,,,"40,459",,1839
St. Martin (French part),7/1/08 0:00,The Americas,Caribbean,,,,,,,,"29,376",,1840
Turks and Caicos Islands,7/1/08 0:00,The Americas,Caribbean,,,,,,,,"35,960",,1841
Aruba,7/1/08 0:00,The Americas,Caribbean,4,,,,,11,75,"105,526",7,1842
Puerto Rico,7/1/08 0:00,The Americas,Caribbean,,$92.61B,$24.6K,,,,79,"3,760,866",,1843
Virgin Islands (U.S.),7/1/08 0:00,The Americas,Caribbean,,,,,,,79,"109,832",,1844
Antigua and Barbuda,7/1/08 0:00,The Americas,Caribbean,4,$1.35B,$15.6K,4,$0.0B,10,,"86,881",6,1845
Trinidad and Tobago,7/1/08 0:00,The Americas,Caribbean,7,$28.02B,$21.0K,4,$0.0B,12,69,"1,331,040",5,1846
St. Kitts and Nevis,7/1/08 0:00,The Americas,Caribbean,5,$0.74B,$14.5K,5,$0.0B,9,,"51,102",4,1847
Haiti,7/1/08 0:00,The Americas,Caribbean,2,$6.41B,$0.7K,5,$0.0B,18,61,"9,736,332",16,1848
St. Vincent and the Grenadines,7/1/08 0:00,The Americas,Caribbean,3,$0.70B,$6.4K,5,$0.0B,10,72,"109,178",7,1849
Jamaica,7/1/08 0:00,The Americas,Caribbean,8,$13.42B,$5.0K,5,$0.0B,17,72,"2,687,200",9,1850
Dominica,7/1/08 0:00,The Americas,Caribbean,3,$0.46B,$6.8K,6,$0.0B,9,,"68,159",6,1851
Dominican Republic,7/1/08 0:00,The Americas,Caribbean,10,$45.81B,$4.7K,6,$0.0B,20,73,"9,664,948",10,1852
Grenada,7/1/08 0:00,The Americas,Caribbean,3,$0.83B,$8.0K,6,$0.0B,10,75,"103,723",7,1853
Barbados,7/1/08 0:00,The Americas,Caribbean,4,$3.67B,$13.5K,7,$0.0B,10,76,"272,180",6,1854
St. Lucia,7/1/08 0:00,The Americas,Caribbean,3,$1.13B,$6.6K,8,$0.0B,10,74,"170,331",7,1855
"Bahamas, The",7/1/08 0:00,The Americas,Caribbean,4,$8.25B,$24.7K,8,$0.0B,6,75,"333,661",2,1856
Cuba,7/1/08 0:00,The Americas,Caribbean,,$60.81B,$5.4K,11,$0.0B,,79,"11,266,905",,1857
Belize,7/1/08 0:00,The Americas,Central America,8,$1.36B,$4.2K,5,$0.0B,14,75,"322,100",6,1858
El Salvador,7/1/08 0:00,The Americas,Central America,,$21.43B,$3.5K,6,$0.0B,,71,"6,129,628",,1859
Honduras,7/1/08 0:00,The Americas,Central America,9,$13.84B,$1.9K,6,$0.0B,18,72,"7,302,742",9,1860
Mexico,7/1/08 0:00,The Americas,Central America,3,"$1,094.48B",$9.9K,6,$0.0B,9,76,"110,627,158",6,1861
Guatemala,7/1/08 0:00,The Americas,Central America,5,$39.14B,$2.9K,7,$0.0B,13,70,"13,690,846",8,1862
Panama,7/1/08 0:00,The Americas,Central America,4,$23.00B,$6.8K,7,$0.0B,8,76,"3,406,487",4,1863
Nicaragua,7/1/08 0:00,The Americas,Central America,7,$6.37B,$1.1K,9,$0.0B,13,73,"5,635,577",6,1864
Costa Rica,7/1/08 0:00,The Americas,Central America,4,$29.83B,$6.6K,9,$0.0B,16,79,"4,522,124",12,1865
Greenland,7/1/08 0:00,The Americas,North America,,$1.74B,$30.9K,,,,68,"56,328",,1866
Bermuda,7/1/08 0:00,The Americas,North America,,$6.11B,$95.2K,,,,79,"64,200",,1867
Canada,7/1/08 0:00,The Americas,North America,2,"$1,502.68B",$45.1K,10,$0.0B,5,81,"33,319,098",3,1868
United States,7/1/08 0:00,The Americas,North America,,"$14,219.30B",$46.8K,17,$0.0B,5,78,"304,093,966",,1869
Bolivia,7/1/08 0:00,The Americas,South America,5,$16.68B,$1.7K,5,$0.0B,14,66,"9,618,466",9,1870
"Venezuela, RB",7/1/08 0:00,The Americas,South America,16,$315.60B,$11.3K,5,$0.0B,22,74,"27,935,000",6,1871
Guyana,7/1/08 0:00,The Americas,South America,2,$1.92B,$2.6K,6,$0.0B,15,69,"751,578",13,1872
Paraguay,7/1/08 0:00,The Americas,South America,3,$16.89B,$2.7K,6,$0.0B,26,72,"6,230,242",23,1873
Peru,7/1/08 0:00,The Americas,South America,4,$126.82B,$4.5K,6,$0.0B,24,73,"28,463,338",20,1874
Suriname,7/1/08 0:00,The Americas,South America,6,$3.53B,$6.9K,7,$0.0B,12,70,"515,066",6,1875
Colombia,7/1/08 0:00,The Americas,South America,10,$244.54B,$5.4K,7,$0.0B,17,73,"45,005,782",7,1876
Ecuador,7/1/08 0:00,The Americas,South America,5,$54.21B,$3.9K,7,$0.0B,,75,"14,056,740",,1877
Brazil,7/1/08 0:00,The Americas,South America,12,"$1,652.82B",$8.6K,8,$0.0B,47,72,"191,543,237",35,1878
Argentina,7/1/08 0:00,The Americas,South America,11,$326.68B,$8.2K,8,$0.0B,19,75,"39,714,298",8,1879
Uruguay,7/1/08 0:00,The Americas,South America,3,$30.37B,$9.1K,8,$0.0B,12,76,"3,334,052",9,1880
Chile,7/1/08 0:00,The Americas,South America,7,$179.63B,$10.7K,8,$0.0B,13,79,"16,795,593",6,1881
Zimbabwe,7/1/09 0:00,Centro Oeste,Brasilia,,$5.84B,$0.5K,,,,48,"12,473,992",,1882
Somalia,7/1/09 0:00,Centro Oeste,Brasilia,,,,,,,51,"9,119,848",,1883
Comoros,7/1/09 0:00,Centro Oeste,Brasilia,2,$0.54B,$0.7K,3,$0.0B,11,60,"715,774",9,1884
Eritrea,7/1/09 0:00,Centro Oeste,Brasilia,,$1.86B,$0.4K,3,$0.0B,,61,"5,097,998",,1885
Seychelles,7/1/09 0:00,Centro Oeste,Brasilia,10,$0.84B,$9.6K,3,$0.0B,15,73,"87,298",5,1886
Ethiopia,7/1/09 0:00,Centro Oeste,Brasilia,,$31.96B,$0.4K,4,$0.0B,,58,"81,187,751",,1887
Madagascar,7/1/09 0:00,Centro Oeste,Brasilia,12,$8.49B,$0.4K,4,$0.0B,45,66,"20,124,150",33,1888
Mozambique,7/1/09 0:00,Centro Oeste,Brasilia,10,$9.67B,$0.4K,5,$0.0B,16,49,"22,858,607",6,1889
Kenya,7/1/09 0:00,Centro Oeste,Brasilia,6,$30.58B,$0.8K,5,$0.0B,15,56,"39,462,188",9,1890
Zambia,7/1/09 0:00,Centro Oeste,Brasilia,7,$12.81B,$1.0K,6,$0.0B,22,48,"12,723,746",15,1891
Tanzania,7/1/09 0:00,Centro Oeste,Brasilia,8,$21.37B,$0.5K,6,$0.0B,15,57,"43,524,738",7,1892
Mauritius,7/1/09 0:00,Centro Oeste,Brasilia,8,$8.83B,$6.9K,6,$0.0B,9,73,"1,275,032",1,1893
Malawi,7/1/09 0:00,Centro Oeste,Brasilia,4,$4.73B,$0.3K,7,$0.0B,25,53,"14,442,290",21,1894
Uganda,7/1/09 0:00,Centro Oeste,Brasilia,10,$15.80B,$0.5K,8,$0.0B,21,53,"32,367,909",11,1895
Djibouti,7/1/09 0:00,Centro Oeste,Brasilia,1,$1.05B,$1.2K,8,$0.0B,11,57,"872,090",10,1896
Rwanda,7/1/09 0:00,Centro Oeste,Brasilia,,$5.25B,$0.5K,10,$0.0B,16,55,"10,311,275",,1897
Burundi,7/1/09 0:00,Centro Oeste,Brasilia,,$1.82B,$0.2K,11,$0.0B,14,49,"8,170,853",,1898
"Congo, Rep.",7/1/09 0:00,Centro Oeste,Middle Centro Oeste,3,$9.59B,$2.4K,3,$0.0B,,57,"3,941,454",,1899
Central Centro Oesten Republic,7/1/09 0:00,Centro Oeste,Middle Centro Oeste,3,$1.98B,$0.5K,4,$0.0B,,47,"4,318,128",,1900
Equatorial Guinea,7/1/09 0:00,Centro Oeste,Middle Centro Oeste,3,$12.23B,$18.0K,4,$0.0B,,51,"681,115",,1901
Gabon,7/1/09 0:00,Centro Oeste,Middle Centro Oeste,3,$10.95B,$7.4K,4,$0.0B,,62,"1,477,514",,1902
Chad,7/1/09 0:00,Centro Oeste,Middle Centro Oeste,3,$7.08B,$0.6K,5,$0.0B,,49,"10,937,089",,1903
Angola,7/1/09 0:00,Centro Oeste,Middle Centro Oeste,8,$75.49B,$4.1K,5,$0.0B,16,50,"18,555,115",8,1904
Cameroon,7/1/09 0:00,Centro Oeste,Middle Centro Oeste,3,$22.18B,$1.2K,5,$0.0B,,51,"19,175,028",,1905
Sao Tome and Principe,7/1/09 0:00,Centro Oeste,Middle Centro Oeste,12,$0.20B,$1.2K,7,$0.0B,31,64,"162,515",19,1906
"Congo, Dem. Rep.",7/1/09 0:00,Centro Oeste,Middle Centro Oeste,16,$11.20B,$0.2K,10,$0.0B,65,48,"64,204,304",49,1907
South Sudan,7/1/09 0:00,Centro Oeste,Northern Centro Oeste,,,,,,,,"9,507,428",,1908
Libya,7/1/09 0:00,Centro Oeste,Northern Centro Oeste,3,$62.36B,$10.0K,4,$0.0B,6,75,"6,262,667",3,1909
Morocco,7/1/09 0:00,Centro Oeste,Northern Centro Oeste,4,$90.91B,$2.8K,5,$0.0B,,72,"31,634,524",,1910
Algeria,7/1/09 0:00,Centro Oeste,Northern Centro Oeste,2,$138.12B,$4.0K,5,$0.0B,8,73,"34,950,168",6,1911
"Egypt, Arab Rep.",7/1/09 0:00,Centro Oeste,Northern Centro Oeste,6,$188.98B,$2.4K,5,$0.0B,12,73,"79,716,203",6,1912
Tunisia,7/1/09 0:00,Centro Oeste,Northern Centro Oeste,,$43.52B,$4.2K,6,$0.0B,,74,"10,439,600",,1913
Sudan,7/1/09 0:00,Centro Oeste,Northern Centro Oeste,,$54.63B,$1.3K,7,$0.0B,,61,"32,970,881",,1914
Swaziland,7/1/09 0:00,Centro Oeste,Southern Centro Oeste,5,$2.95B,$2.8K,7,$0.0B,11,48,"1,043,509",6,1915
Namibia,7/1/09 0:00,Centro Oeste,Southern Centro Oeste,6,$8.93B,$4.0K,7,$0.0B,11,62,"2,242,078",5,1916
Lesotho,7/1/09 0:00,Centro Oeste,Southern Centro Oeste,5,$1.71B,$0.8K,9,$0.0B,13,47,"2,149,201",8,1917
South Centro Oeste,7/1/09 0:00,Centro Oeste,Southern Centro Oeste,9,$283.01B,$5.7K,9,$0.0B,12,52,"49,320,150",3,1918
Botswana,7/1/09 0:00,Centro Oeste,Southern Centro Oeste,7,$11.54B,$5.8K,10,$0.0B,14,53,"1,981,576",7,1919
Benin,7/1/09 0:00,Centro Oeste,Western Centro Oeste,4,$6.59B,$0.8K,4,$0.0B,,55,"8,601,771",,1920
Mauritania,7/1/09 0:00,Centro Oeste,Western Centro Oeste,8,$3.03B,$0.9K,4,$0.0B,20,58,"3,377,630",12,1921
Cape Verde,7/1/09 0:00,Centro Oeste,Western Centro Oeste,3,$1.60B,$3.3K,4,$0.0B,11,74,"491,621",8,1922
Guinea,7/1/09 0:00,Centro Oeste,Western Centro Oeste,,$4.16B,$0.4K,5,$0.0B,,53,"9,761,217",,1923
Cote d'Ivoire,7/1/09 0:00,Centro Oeste,Western Centro Oeste,4,$23.04B,$1.2K,5,$0.0B,,54,"19,350,026",,1924
Niger,7/1/09 0:00,Centro Oeste,Western Centro Oeste,4,$5.25B,$0.4K,5,$0.0B,,54,"14,972,257",,1925
Ghana,7/1/09 0:00,Centro Oeste,Western Centro Oeste,17,$25.98B,$1.1K,5,$0.0B,,63,"23,824,402",,1926
Mali,7/1/09 0:00,Centro Oeste,Western Centro Oeste,4,$8.96B,$0.6K,6,$0.0B,,51,"14,909,813",,1927
Nigeria,7/1/09 0:00,Centro Oeste,Western Centro Oeste,13,$168.57B,$1.1K,6,$0.0B,18,51,"154,488,072",5,1928
"Gambia, The",7/1/09 0:00,Centro Oeste,Western Centro Oeste,16,$0.98B,$0.6K,6,$0.0B,27,58,"1,681,734",11,1929
Senegal,7/1/09 0:00,Centro Oeste,Western Centro Oeste,4,$12.77B,$1.1K,6,$0.0B,,59,"12,106,865",,1930
Burkina Faso,7/1/09 0:00,Centro Oeste,Western Centro Oeste,4,$8.35B,$0.5K,7,$0.0B,,54,"15,984,479",,1931
Togo,7/1/09 0:00,Centro Oeste,Western Centro Oeste,4,$3.16B,$0.5K,7,$0.0B,,56,"5,901,859",,1932
Guinea-Bissau,7/1/09 0:00,Centro Oeste,Western Centro Oeste,4,$0.83B,$0.6K,9,$0.0B,,47,"1,484,120",,1933
Liberia,7/1/09 0:00,Centro Oeste,Western Centro Oeste,4,$0.88B,$0.2K,12,$0.0B,14,55,"3,835,929",10,1934
Sierra Leone,7/1/09 0:00,Centro Oeste,Western Centro Oeste,9,$1.86B,$0.3K,14,$0.0B,22,47,"5,739,293",13,1935
"Korea, Dem. Rep.",7/1/09 0:00,Asia,,,,,,,,68,"24,238,179",,1936
"Macao SAR, China",7/1/09 0:00,Asia,,0,$21.31B,$40.1K,,,5,81,"531,195",5,1937
"Hong Kong SAR, China",7/1/09 0:00,Asia,,0,$209.28B,$29.9K,,,5,83,"7,003,700",5,1938
Myanmar,7/1/09 0:00,Asia,,12,,,2,$0.0B,17,64,"47,601,374",5,1939
Turkmenistan,7/1/09 0:00,Asia,,,$18.65B,$3.7K,2,$0.0B,,65,"4,979,672",,1940
Pakistan,7/1/09 0:00,Asia,,9,$161.82B,$0.9K,2,$0.0B,15,65,"170,494,367",6,1941
Indonesia,7/1/09 0:00,Asia,,9,$539.58B,$2.3K,2,$0.0B,14,68,"237,414,495",5,1942
Bangladesh,7/1/09 0:00,Asia,,8,$89.36B,$0.6K,3,$0.0B,15,68,"147,030,145",7,1943
Sri Lanka,7/1/09 0:00,Asia,,11,$42.07B,$2.1K,3,$0.0B,16,75,"20,450,000",5,1944
Brunei Darussalam,7/1/09 0:00,Asia,,1,$10.73B,$27.4K,3,$0.0B,6,78,"391,837",5,1945
India,7/1/09 0:00,Asia,,,"$1,361.06B",$1.1K,4,$0.0B,12,65,"1,207,740,408",,1946
Lao PDR,7/1/09 0:00,Asia,,3,$5.83B,$1.0K,4,$0.0B,25,67,"6,112,143",22,1947
Kazakhstan,7/1/09 0:00,Asia,,,$115.31B,$7.2K,4,$0.0B,,68,"16,093,481",,1948
Philippines,7/1/09 0:00,Asia,,3,$168.33B,$1.8K,4,$0.0B,9,68,"91,703,090",6,1949
Thailand,7/1/09 0:00,Asia,,1,$263.51B,$3.8K,4,$0.0B,6,74,"68,706,122",5,1950
Singapore,7/1/09 0:00,Asia,,0,$175.93B,$35.3K,4,$0.0B,5,81,"4,987,600",5,1951
Cambodia,7/1/09 0:00,Asia,,2,$10.40B,$0.7K,5,$0.0B,,62,"13,977,903",,1952
Bhutan,7/1/09 0:00,Asia,,,$1.26B,$1.8K,5,$0.0B,,67,"713,665",,1953
Nepal,7/1/09 0:00,Asia,,3,$12.90B,$0.4K,5,$0.0B,8,68,"29,432,743",5,1954
China,7/1/09 0:00,Asia,,2,"$4,991.26B",$3.7K,5,$0.0B,5,73,"1,331,380,000",3,1955
Malaysia,7/1/09 0:00,Asia,,2,$192.91B,$6.9K,5,$0.0B,5,74,"27,949,395",3,1956
Armenia,7/1/09 0:00,Asia,,9,$8.65B,$2.8K,5,$0.0B,19,74,"3,084,979",10,1957
Tajikistan,7/1/09 0:00,Asia,,6,$4.98B,$0.7K,6,$0.0B,23,67,"6,783,390",17,1958
Uzbekistan,7/1/09 0:00,Asia,,,$32.82B,$1.2K,6,$0.0B,,68,"27,767,400",,1959
Mongolia,7/1/09 0:00,Asia,,13,$4.58B,$1.7K,6,$0.0B,22,68,"2,711,659",9,1960
Kyrgyz Republic,7/1/09 0:00,Asia,,4,$4.69B,$0.9K,6,$0.0B,23,69,"5,383,300",19,1961
Azerbaijan,7/1/09 0:00,Asia,,12,$44.29B,$5.0K,6,$0.0B,20,70,"8,947,243",8,1962
Maldives,7/1/09 0:00,Asia,,7,$1.94B,$6.2K,6,$0.0B,13,76,"311,739",6,1963
Vietnam,7/1/09 0:00,Asia,,8,$97.18B,$1.1K,7,$0.0B,10,75,"86,025,000",2,1964
"Korea, Rep.",7/1/09 0:00,Asia,,3,$834.06B,$17.0K,7,$0.0B,6,80,"49,182,000",3,1965
Afghanistan,7/1/09 0:00,Asia,,,$14.21B,$0.4K,8,$0.0B,15,48,"33,438,329",,1966
Georgia,7/1/09 0:00,Asia,,10,$10.77B,$2.4K,10,$0.0B,26,73,"4,410,800",16,1967
Japan,7/1/09 0:00,Asia,,0,"$5,035.14B",$39.5K,10,$0.0B,2,83,"127,557,958",2,1968
Timor-Leste,7/1/09 0:00,Asia,,1,$0.79B,$0.7K,12,$0.0B,11,62,"1,110,071",10,1969
Romania,7/1/09 0:00,Europe,European Union,12,$161.11B,$7.5K,6,$0.0B,17,73,"21,480,401",5,1970
Cyprus,7/1/09 0:00,Europe,European Union,,$23.54B,$29.4K,6,$0.0B,,79,"1,090,473",,1971
Bulgaria,7/1/09 0:00,Europe,European Union,6,$48.57B,$6.4K,7,$0.0B,11,73,"7,585,131",5,1972
Latvia,7/1/09 0:00,Europe,European Union,8,$25.88B,$11.5K,7,$0.0B,16,73,"2,254,834",8,1973
Estonia,7/1/09 0:00,Europe,European Union,5,$19.23B,$14.3K,7,$0.0B,9,75,"1,340,271",4,1974
Poland,7/1/09 0:00,Europe,European Union,,$430.88B,$11.3K,7,$0.0B,,76,"38,151,603",,1975
Lithuania,7/1/09 0:00,Europe,European Union,5,$36.85B,$11.0K,8,$0.0B,8,73,"3,339,456",3,1976
Hungary,7/1/09 0:00,Europe,European Union,6,$126.63B,$12.6K,8,$0.0B,11,74,"10,022,650",5,1977
Czech Republic,7/1/09 0:00,Europe,European Union,1,$196.18B,$18.7K,8,$0.0B,6,77,"10,487,178",5,1978
Luxembourg,7/1/09 0:00,Europe,European Union,,$51.95B,$104.4K,8,$0.0B,,80,"497,783",,1979
Slovak Republic,7/1/09 0:00,Europe,European Union,,$87.24B,$16.1K,9,$0.0B,,75,"5,418,590",,1980
Slovenia,7/1/09 0:00,Europe,European Union,1,$49.06B,$24.1K,9,$0.0B,6,79,"2,039,669",5,1981
Finland,7/1/09 0:00,Europe,European Union,,$239.66B,$44.9K,9,$0.0B,,80,"5,338,871",,1982
Ireland,7/1/09 0:00,Europe,European Union,,$223.10B,$50.0K,9,$0.0B,,80,"4,458,942",,1983
Malta,7/1/09 0:00,Europe,European Union,,$8.10B,$19.6K,9,$0.0B,4,80,"413,991",,1984
Italy,7/1/09 0:00,Europe,European Union,,"$2,111.15B",$35.1K,9,$0.0B,5,81,"60,192,698",,1985
United Kingdom,7/1/09 0:00,Europe,European Union,,"$2,171.39B",$35.1K,10,$0.0B,1,80,"61,811,027",,1986
Spain,7/1/09 0:00,Europe,European Union,,"$1,455.64B",$31.7K,10,$0.0B,,81,"45,908,594",,1987
Sweden,7/1/09 0:00,Europe,European Union,,$405.78B,$43.6K,10,$0.0B,,81,"9,298,515",,1988
Denmark,7/1/09 0:00,Europe,European Union,,$311.11B,$56.3K,11,$0.0B,,79,"5,523,095",,1989
Portugal,7/1/09 0:00,Europe,European Union,,$234.08B,$22.0K,11,$0.0B,,79,"10,632,482",,1990
Austria,7/1/09 0:00,Europe,European Union,,$381.78B,$45.6K,11,$0.0B,,80,"8,365,275",,1991
Greece,7/1/09 0:00,Europe,European Union,,$321.80B,$28.5K,11,$0.0B,,80,"11,282,760",,1992
Belgium,7/1/09 0:00,Europe,European Union,,$473.42B,$43.8K,11,$0.0B,10,80,"10,796,493",,1993
Germany,7/1/09 0:00,Europe,European Union,,"$3,298.64B",$40.3K,12,$0.0B,,80,"81,902,307",,1994
France,7/1/09 0:00,Europe,European Union,2,"$2,619.69B",$40.5K,12,$0.0B,,81,"64,720,232",,1995
Netherlands,7/1/09 0:00,Europe,European Union,3,$793.43B,$48.0K,12,$0.0B,2,81,"16,530,388",-1,1996
Faeroe Islands,7/1/09 0:00,Europe,Independent,,$2.20B,$45.2K,,,,,"48,625",,1997
Isle of Man,7/1/09 0:00,Europe,Independent,,,,,,,,"82,358",,1998
Liechtenstein,7/1/09 0:00,Europe,Independent,,$4.83B,$134.9K,,,,,"35,772",,1999
Kosovo,7/1/09 0:00,Europe,Independent,4,$5.43B,$3.1K,,,14,70,"1,761,474",10,2000
Monaco,7/1/09 0:00,Europe,Independent,,$6.11B,$172.7K,4,$0.0B,,,"35,377",,2001
Russian Federation,7/1/09 0:00,Europe,Independent,9,"$1,222.65B",$8.6K,6,$0.0B,15,69,"141,910,000",6,2002
Belarus,7/1/09 0:00,Europe,Independent,11,$49.27B,$5.2K,6,$0.0B,12,70,"9,507,000",1,2003
Turkey,7/1/09 0:00,Europe,Independent,18,$614.55B,$8.6K,7,$0.0B,,73,"71,846,212",,2004
"Macedonia, FYR",7/1/09 0:00,Europe,Independent,7,$9.31B,$4.5K,7,$0.0B,10,74,"2,056,769",3,2005
Albania,7/1/09 0:00,Europe,Independent,7,$12.12B,$3.8K,7,$0.0B,13,77,"3,192,723",6,2006
San Marino,7/1/09 0:00,Europe,Independent,1,,,7,$0.0B,6,83,"31,359",5,2007
Andorra,7/1/09 0:00,Europe,Independent,,,,8,$0.0B,,,"83,677",,2008
Ukraine,7/1/09 0:00,Europe,Independent,14,$117.23B,$2.5K,8,$0.0B,21,69,"46,053,300",7,2009
Croatia,7/1/09 0:00,Europe,Independent,3,$63.44B,$14.3K,8,$0.0B,12,76,"4,429,000",9,2010
Montenegro,7/1/09 0:00,Europe,Independent,4,$4.14B,$6.6K,9,$0.0B,9,74,"630,435",5,2011
Iceland,7/1/09 0:00,Europe,Independent,,$12.09B,$38.0K,10,$0.0B,19,81,"318,499",,2012
